scan_time,ticker,current_price,ctx_Y_closed,ctx_Q_closed,ctx_M_closed,ctx_W_closed,ctx_D_closed,ctx_Y_live,ctx_Q_live,ctx_M_live,ctx_W_live,ctx_D_live,score,sector,industry,etfs,etf_count,etfs_pretty
2026-05-06 18:48:21 EDT,SO,93.51,2U,1,2D,2U,2D,1,1,1,1,2D,3,Utilities,Unknown,XLU,1,XLU
2026-05-06 18:48:21 EDT,SOMN,50.77,,2U,2D,2U,2D,,1,1,1,2D,2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BMO,155.03,2U,2U,2U,2D,2U,2U,2U,2U,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,MCO,448.55,2U,3,2U,1,1,2U,1,1,2D,1,8,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,ICE,153.4,2U,2U,2U,2D,2D,1,1,1,1,2D,9,Financials,Unknown,XLF,1,XLF
2026-05-06 18:48:21 EDT,NTES,118.47,2U,2D,1,2U,2U,1,1,1,1,2U,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,MO,70.17,2U,3,2U,2U,2D,2U,2U,2U,1,2D,9,Consumer Staples,Unknown,XLP,1,XLP
2026-05-06 18:48:21 EDT,BNS,78.45,2U,2U,2U,2U,2U,2U,2U,2U,2U,2U,15,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,DUK,125.49,2U,2U,2D,2U,2D,2U,1,1,2D,2D,7,Utilities,Unknown,XLU,1,XLU
2026-05-06 18:48:21 EDT,BCS,24.0,2U,2U,2U,1,2U,2U,1,1,3,2U,13,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,AEM,189.96,2U,2U,1,2D,2U,2U,1,2D,2D,2U,8,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,UPS,99.88,2D,2U,1,3,2U,1,1,2U,2D,2U,0,Industrials,Unknown,XLI,1,XLI
2026-05-06 18:48:21 EDT,BP,44.62,2D,2U,1,2U,2D,2U,1,1,2D,2D,0,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAM,48.65,2U,2D,2U,2D,2U,1,1,1,2U,2U,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,APO,129.54,1,3,2U,3,3,2D,1,2U,2U,3,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,MMM,146.54,2U,3,1,2D,2U,2U,1,2D,3,2U,4,Industrials,Unknown,DIA|XLI,2,"DIA, XLI"
2026-05-06 18:48:21 EDT,WM,220.48,2U,2U,1,2U,2D,2U,1,2D,2D,2D,10,Industrials,Unknown,XLI,1,XLI
2026-05-06 18:48:21 EDT,USB,56.13,3,2U,2U,1,2U,2U,1,1,2D,2U,8,Financials,Unknown,XLF,1,XLF
2026-05-06 18:48:21 EDT,NOC,559.11,2U,2U,2D,2D,2D,2U,2D,2D,2D,2D,3,Industrials,Unknown,XLI,1,XLI
2026-05-06 18:48:21 EDT,NU,14.48,2U,3,2U,2D,2U,2U,1,1,1,2U,7,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,CRH,114.89,2U,3,2U,2D,2U,2U,1,1,2D,2U,7,Materials,Unknown,,0,
2026-05-06 18:48:21 EDT,MAR,358.98,2U,2U,2U,2D,2U,2U,2U,1,2D,2U,11,Consumer Discretionary,Unknown,XLY,1,XLY
2026-05-06 18:48:21 EDT,HWM,256.47,2U,2U,1,1,2U,2U,1,1,2U,2U,10,Industrials,Unknown,XLI,1,XLI
2026-05-06 18:48:21 EDT,CM,112.22,2U,2U,2U,2U,2U,2U,2U,2U,1,2U,15,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,CDNS,354.83,3,2D,3,2U,2U,1,2U,2U,2U,2U,-1,Unknown,Unknown,SMH,1,SMH
2026-05-06 18:48:21 EDT,PNC,222.37,1,2U,2U,2D,2U,2U,1,1,2U,2U,6,Financials,Unknown,XLF,1,XLF
2026-05-06 18:48:21 EDT,BK,133.63,2U,2U,2U,2D,2U,2U,2U,1,1,2U,11,Financials,Unknown,XLF,1,XLF
2026-05-06 18:48:21 EDT,SE,89.98,2U,2D,1,2D,2U,2D,1,1,2U,2U,0,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,TT,488.05,2U,3,2U,2U,1,2U,2U,1,2D,1,10,Industrials,Unknown,XLI,1,XLI
2026-05-06 18:48:21 EDT,ING,29.95,2U,2U,2U,2U,2U,2U,1,2U,2U,2U,15,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,SHW,323.71,1,3,1,2D,2U,2D,1,2D,2D,2U,-1,Materials,Unknown,DIA,1,DIA
2026-05-06 18:48:21 EDT,ABNB,139.82,2D,2U,3,2D,2U,1,2U,1,2U,2U,-2,Consumer Discretionary,Unknown,XLY,1,XLY
2026-05-06 18:48:21 EDT,ELV,374.74,2D,3,2U,2U,2U,1,1,2U,2U,2U,1,Health Care,Unknown,XLV,1,XLV
2026-05-06 18:48:21 EDT,AMT,180.14,1,3,1,3,2U,2D,1,2U,1,2U,1,Real Estate,Unknown,,0,
2026-05-06 18:48:21 EDT,DELL,238.88,2D,3,2U,2U,2U,2U,2U,2U,2U,2U,1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,EMR,147.92,3,3,1,2D,2U,2U,1,2U,3,2U,-1,Industrials,Unknown,XLI,1,XLI
2026-05-06 18:48:21 EDT,RCL,287.09,2U,2U,2D,2D,2U,1,2D,1,2U,2U,5,Consumer Discretionary,Unknown,XLY,1,XLY
2026-05-06 18:48:21 EDT,FCX,60.89,2D,2U,2U,2D,2U,2U,2U,2D,2D,2U,1,Materials,Unknown,,0,
2026-05-06 18:48:21 EDT,SNOW,139.7,2U,2D,2D,2D,2D,2D,2D,1,2U,2D,-5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,REGN,721.07,2D,2U,2D,2D,2U,2U,2D,1,1,2U,-5,Health Care,Unknown,XLV,1,XLV
2026-05-06 18:48:21 EDT,LYG,5.44,2U,2U,2U,2D,2U,2U,1,1,3,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,ITUB,8.44,3,2U,2U,2D,3,2U,1,1,2D,3,5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,NGG,87.87,2U,2U,1,2U,2U,2U,1,1,1,2U,12,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,TDG,1233.68,2U,3,2D,2D,2U,2D,2D,1,2U,2U,1,Industrials,Unknown,XLI,1,XLI
2026-05-06 18:48:21 EDT,EQIX,1087.39,1,2U,2U,2D,2U,2U,2U,1,1,2U,6,Real Estate,Unknown,,0,
2026-05-06 18:48:21 EDT,B,41.59,2U,2U,1,2D,2U,2U,1,1,2U,2U,8,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,GM,78.69,2U,2U,3,2D,2U,2U,2D,1,2U,2U,8,Consumer Discretionary,Unknown,XLY,1,XLY
2026-05-06 18:48:21 EDT,ECL,263.4,2U,2U,1,2D,2U,2U,1,1,1,2U,8,Materials,Unknown,,0,
2026-05-06 18:48:21 EDT,GLW,181.6,2U,2U,2U,2D,2U,2U,2U,2U,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,ORLY,94.76,2U,2D,2U,3,2U,1,1,2U,1,2U,5,Consumer Discretionary,Unknown,XLY,1,XLY
2026-05-06 18:48:21 EDT,CI,281.92,2D,1,2U,2U,2U,1,1,1,2D,2U,1,Health Care,Unknown,XLV,1,XLV
2026-05-06 18:48:21 EDT,RELX,35.74,2U,2D,2U,1,2D,2D,1,1,1,2D,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,CMI,715.54,2U,2U,2U,2U,2U,2U,2U,2U,2U,2U,15,Industrials,Unknown,XLI,1,XLI
2026-05-06 18:48:21 EDT,AON,308.24,2U,2D,2D,2D,3,2D,1,2D,2D,3,-4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,WDC,483.19,3,2U,2U,2U,3,2U,2U,2U,2U,3,9,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,CTAS,169.36,2U,3,1,2D,2U,2D,2D,2D,2D,2U,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,MRVL,172.15,3,2D,2U,1,2U,2U,2U,2U,2U,2U,0,Unknown,Unknown,SMH,1,SMH
2026-05-06 18:48:21 EDT,DB,32.02,2U,3,1,2D,2U,2U,1,1,2D,2U,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,PBR,20.9,2D,2U,2U,2U,2D,2U,2U,2U,3,2D,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,MNST,77.2,2U,2U,1,2U,2U,2U,1,1,2D,2U,12,Consumer Staples,Unknown,XLP,1,XLP
2026-05-06 18:48:21 EDT,ITW,260.48,2D,2U,2D,2D,2U,2U,1,1,1,2U,-5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,PBR-A,19.16,2D,2U,2U,2U,2D,2U,2U,2U,2U,2D,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,WMB,73.76,2U,2U,2D,2U,2D,2U,2U,2U,2U,2D,7,Energy,Unknown,XLE,1,XLE
2026-05-06 18:48:21 EDT,FDX,377.13,2D,2U,2U,3,2U,2U,2U,1,2D,2U,3,Industrials,Unknown,XLI,1,XLI
2026-05-06 18:48:21 EDT,INFY,12.64,3,2D,3,2D,2U,2D,2D,2D,2D,2U,-5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,STX,781.47,3,2U,2U,2U,1,2U,2U,2U,2U,1,9,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,NWG,15.6,2U,3,2U,2D,2U,2U,1,2D,2D,2U,7,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,WBD,27.16,2U,1,2D,2D,2U,1,2D,1,2U,2U,1,Communication Services,Unknown,,0,
2026-05-06 18:48:21 EDT,SPG,205.52,2U,2U,2U,2D,2U,2U,2U,1,2U,2U,11,Real Estate,Unknown,,0,
2026-05-06 18:48:21 EDT,JCI,143.02,2U,2U,2U,2U,2D,2U,2U,2U,3,2D,13,Industrials,Unknown,XLI,1,XLI
2026-05-06 18:48:21 EDT,NET,248.79,2U,2D,2D,2U,2U,1,2U,2U,2U,2U,1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,EPD,37.57,1,2U,1,2U,2D,2U,1,2U,3,2D,5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,HLT,321.41,2U,2U,2U,2D,2U,2U,2U,1,2D,2U,11,Consumer Discretionary,Unknown,XLY,1,XLY
2026-05-06 18:48:21 EDT,TEL,216.35,3,2D,2U,2D,2U,2U,2U,1,2U,2U,-2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,MDLZ,61.84,2D,2D,2U,2U,2U,2D,1,2U,1,2U,-3,Consumer Staples,Unknown,XLP,1,XLP
2026-05-06 18:48:21 EDT,COIN,197.88,2U,2D,2U,2D,2D,2D,1,1,2U,2D,1,Unknown,Unknown,ARKK,1,ARKK
2026-05-06 18:48:21 EDT,AJG,196.92,2U,2D,2D,2D,3,2D,1,2D,2D,3,-4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,CSX,45.57,2D,2U,2U,1,2U,2U,2U,1,3,2U,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,COR,252.57,2U,1,2D,2D,2D,1,2D,2D,2D,2D,-1,Health Care,Unknown,XLV,1,XLV
2026-05-06 18:48:21 EDT,CNQ,45.63,2D,2U,2D,2U,2D,2U,1,1,2U,2D,-3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,VRT,358.89,2U,2U,2U,3,2U,2U,2U,2U,2U,2U,13,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,RACE,336.24,2U,2D,2U,2D,2U,2D,1,2D,2D,2U,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,CP,85.99,2D,2U,1,2U,2U,2U,1,1,2D,2U,2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,TFC,50.79,3,2U,2U,3,2U,2U,1,1,2D,2U,8,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,PWR,785.13,2U,2U,2U,2U,2U,2U,2U,2U,2U,2U,15,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,NSC,317.26,3,3,2U,1,2U,2U,2U,1,2D,2U,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,RSG,199.61,2U,2U,2D,1,2D,1,2D,2D,2D,2D,5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,SLB,55.17,2D,2U,2U,2U,2D,2U,2U,2U,2D,2D,3,Energy,Unknown,XLE,1,XLE
2026-05-06 18:48:21 EDT,TRV,301.53,2U,2U,1,2U,2U,2U,1,1,2D,2U,12,Unknown,Unknown,DIA,1,DIA
2026-05-06 18:48:21 EDT,MSI,433.65,1,2U,2D,2D,2D,1,1,1,2U,2D,-2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,AMX,27.09,3,3,2U,2U,1,2U,2U,1,2U,1,5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,CL,88.13,2D,2U,2D,2U,2U,1,1,2U,1,2U,-1,Consumer Staples,Unknown,XLP,1,XLP
2026-05-06 18:48:21 EDT,ADSK,243.1,2U,2D,2D,1,2D,2D,2D,1,2U,2D,-3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,NXPI,303.52,2D,2U,2U,2U,2U,2U,2U,2U,2U,2U,5,Unknown,Unknown,SMH,1,SMH
2026-05-06 18:48:21 EDT,MFC,39.96,2U,2U,2U,2U,2U,2U,2U,2U,2U,2U,15,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,PCAR,116.5,2D,2U,2U,2D,2U,2U,1,2D,2D,2U,1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BABO,10.82,2D,2D,2D,2D,2U,2D,2D,1,2U,2U,-13,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BABW,31.77,,2D,2D,2D,2U,,2D,1,2U,2U,-8,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BABX,30.67,2U,2D,2D,2D,2U,1,2D,1,2U,2U,-3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAFE,28.53,3,3,2U,2U,2U,2U,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAGY,31.69,,2D,2U,2D,2D,,1,1,1,2D,-4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAI,46.14,3,1,2U,3,2U,2U,2U,2U,2U,2U,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAIG,40.97,,2D,1,2U,2U,,1,2U,2U,2U,-1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BALI,33.35,3,3,2U,2U,2U,2U,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BALQ,54.44,,3,2U,2U,2U,,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BALT,34.01,2U,2U,2U,2U,2U,2U,2U,2U,2U,2U,15,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAMA,36.26,2U,3,2U,2U,2U,2U,2U,2U,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAMB,26.28,3,2D,1,2D,2U,1,1,2D,2D,2U,-5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAMD,32.32,1,2U,1,3,1,2U,1,2U,1,1,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAMG,41.95,2U,3,2U,2U,2U,2U,2U,2U,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAMO,33.94,2U,3,2U,2U,2U,2U,2U,2U,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAMU,25.3,1,2D,2U,2U,1,1,1,2U,1,1,1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAMV,34.81,2D,2U,2U,2D,2U,2U,2U,2U,2U,2U,1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAMY,27.82,3,2D,2U,2D,2U,1,1,1,2U,2U,-2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAPR,52.5,2U,2U,2U,2U,2U,2U,2U,2U,2U,2U,15,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAR,46.21,2U,2U,1,2D,2U,2U,1,2D,3,2U,8,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BASG,25.42,,2D,2U,2D,2U,,1,1,2U,2U,-2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BASV,29.42,,3,2U,2D,2U,,2U,2U,2U,2U,2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BATT,17.48,3,2U,2U,2D,2U,2U,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BAUG,52.58,2U,3,2U,2U,2U,2U,2U,2U,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBAG,46.04,1,3,1,2D,2U,2U,1,2D,2D,2U,-1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBAX,63.44,3,2U,1,2D,2U,2U,1,1,2U,2U,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBB,30.62,3,2D,2U,2U,2U,1,1,2U,2U,2U,2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBBI,51.58,2U,3,1,2D,2U,2U,1,1,2D,2U,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBBL,47.44,2D,2D,1,2D,2U,1,1,2D,2D,2U,-10,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBBS,51.08,2U,2D,1,2D,2U,1,1,1,2D,2U,0,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBC,46.02,3,2U,2U,2D,2U,2U,2U,1,1,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBCA,99.74,2U,2U,2U,2D,2U,2U,2U,1,1,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBCB,45.38,2D,2D,1,2D,2U,1,1,2D,2D,2U,-10,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBEM,77.21,2U,2U,2U,2U,2U,2U,2U,2U,2U,2U,15,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBEU,78.2,2U,2U,2U,2D,2U,2U,1,1,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBH,189.25,3,2U,1,2D,2U,2U,1,1,2U,2U,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBHL,16.71,,2D,2U,3,2U,,2U,2U,2U,2U,0,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBHM,11.87,,3,2U,2D,2U,,2U,1,2D,2U,2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBHY,46.15,2D,2D,2U,2D,2U,1,1,1,2D,2U,-7,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBIB,98.21,1,3,1,2D,2U,2U,2D,2D,2D,2U,-1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBIN,78.97,3,2U,2U,2D,2U,2U,1,1,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBJP,74.53,3,2U,2U,1,2U,2U,1,2U,2U,2U,8,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBLB,81.53,2D,2D,1,2D,2U,1,2D,2D,2D,2U,-10,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBLU,16.18,2U,2D,2U,2U,2U,2U,2U,2U,2U,2U,7,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBMC,121.84,3,2U,2U,2D,2U,2U,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBP,90.39,3,2U,2U,2D,2U,2U,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBRE,105.4,2D,3,2U,1,2U,2U,2U,2U,2U,2U,-1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBSB,98.49,2U,3,1,2D,2U,1,2D,2D,2D,2U,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBSC,85.86,3,2U,2U,2D,2U,2U,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBUS,132.29,2U,3,2U,2U,2U,2U,2U,2U,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BBYY,12.48,,2D,2D,2D,2U,,2D,2D,1,2U,-8,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCCC,15.12,,2D,2U,1,2U,,1,2U,2U,2U,0,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCD,37.23,2U,2D,2U,2U,2D,2U,2U,2U,2U,2D,5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCDF,32.96,2U,3,1,2U,2U,2U,1,2U,2U,2U,8,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCFN,21.71,,3,2U,1,2U,,1,1,2D,2U,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCGD,26.5,,3,2U,2D,2U,,2U,2U,2U,2U,2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCHI,39.86,,2U,2U,2U,2U,,2U,2U,2U,2U,10,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCHP,37.76,2U,2D,2U,2D,2U,1,1,2U,2U,2U,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCI,24.83,2U,3,2U,2U,2D,2U,2U,2U,2U,2D,9,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCIL,30.8,2U,3,2U,1,2U,1,2U,1,2U,2U,9,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCKT,42.6,,2D,2D,2D,1,,2D,2D,2D,1,-9,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCLO,49.49,,3,2U,2U,2U,,1,1,2D,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCOR,27.43,,2D,3,2D,2U,,2D,2U,2U,2U,-5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCSM,23.18,,3,2U,2D,2U,,1,1,2U,2U,2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCTK,28.65,,3,2U,3,2U,,2U,2U,2U,2U,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BCUS,35.82,2U,3,2U,2D,2U,2U,2U,2U,3,2U,7,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BDBT,25.31,,2D,1,2D,2U,,1,2D,2D,2U,-5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BDEC,52.34,3,3,2U,2U,2U,2U,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BDGS,36.21,2U,2D,2U,3,2U,2U,2U,2U,2U,2U,5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BDIV,24.3,3,2U,2U,2U,2U,2U,2U,2U,1,2U,10,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BDRY,12.11,2D,2U,1,2U,2U,2U,1,2U,2U,2U,2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BDVG,13.71,3,2U,1,3,2U,2U,1,2U,1,2U,5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BDVL,26.2,,3,2U,1,2U,,2U,2U,2U,2U,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BDYN,27.17,,3,2U,2U,2U,,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BEDY,28.92,,2U,2U,3,2U,,2U,2U,2U,2U,8,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BEDZ,33.56,3,2D,2U,1,2U,1,1,1,2D,2U,0,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BEEX,27.04,3,3,2U,2U,2U,2U,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BEEZ,33.68,3,3,1,2D,2U,2U,1,2U,2U,2U,-1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BEG,92.87,,2U,2U,2U,3,,2U,2U,2U,3,9,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BEGS,21.33,,2D,2U,2D,2U,,1,1,2U,2U,-2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BELT,39.79,3,2D,2U,2U,2U,2U,2U,2U,2U,2U,2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BEMB,53.53,3,2D,1,2D,2U,1,1,1,2D,2U,-5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BENJ,52.49,,2U,2U,2U,1,,2U,2U,1,1,9,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BESF,39.78,,2U,2D,2U,2D,,1,2U,2U,2D,2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BETE,38.61,2D,2D,2U,2D,3,2D,1,2U,2U,3,-8,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BETH,45.51,2D,2D,2U,2D,2D,2D,1,2U,2U,2D,-9,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BETZ,19.23,2U,2D,2U,1,2U,1,1,1,1,2U,5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BEX,65.25,,2U,2U,2U,3,,2U,2U,2U,3,9,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BFAP,15.34,,2D,2D,2U,2U,,2D,2U,2U,2U,-4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BFEB,51.82,2U,3,2U,2U,2U,2U,2U,2U,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BFIT,21.39,1,1,1,1,1,1,1,1,1,1,0,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BFIX,25.36,2U,1,2D,2D,2U,1,2D,2D,2D,2U,1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BFJL,16.97,,2D,2D,2D,2D,,1,1,2U,2D,-10,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BFLB,53.56,,3,2U,2U,2U,,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BFOC,17.42,,2D,2D,2D,1,,1,1,2U,1,-9,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BFOR,90.45,2U,2U,2U,2D,2U,2U,2U,2U,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BFRE,30.41,,2U,1,1,1,,2U,1,1,1,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BFRZ,26.7,,1,2D,2U,2U,,2D,2U,2U,2U,0,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BGDV,30.36,3,2U,2U,2U,2U,2U,2U,2U,2U,2U,10,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BGIG,34.91,2U,2U,2U,3,2U,2U,2U,2U,1,2U,13,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BGLD,17.32,3,2D,1,2D,2U,2D,1,1,2U,2U,-5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BGRN,47.55,1,2D,1,2D,2U,1,1,1,2D,2U,-5,Unknown,Unknown,,0,
